age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
35,Private,178948,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
33,Private,286675,7,Married,Other,Husband,White,Male,0,0,40,US,0
51,Private,24185,13,Married,Other,Husband,White,Male,0,0,40,US,1
25,Private,236421,8,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
27,Non-Private,216178,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
54,Non-Private,310774,13,Married,Other,Husband,White,Male,0,0,40,US,0
77,Private,117898,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
41,Private,75012,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
56,Non-Private,115439,10,Married,Other,Husband,White,Male,0,0,60,US,0
58,Private,141807,3,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
26,Non-Private,66872,8,Married,Other,Husband,Non-White,Male,0,0,98,Non-US,0
44,Private,228057,4,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
35,Private,226311,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
46,Private,165937,9,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,384508,7,Non-Married,Other,Non-Husband,White,Male,1506,0,50,Non-US,0
29,Private,163003,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,2202,0,40,Non-US,0
47,Non-Private,308241,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
44,Private,187720,9,Married,Other,Husband,White,Male,0,0,41,US,0
40,Private,228535,12,Married,Managerial-Specialist,Husband,White,Male,7298,0,36,US,1
43,Non-Private,190020,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
20,Private,121568,9,Married,Other,Husband,White,Male,0,0,50,US,0
57,Non-Private,112772,9,Married,Other,Husband,White,Male,0,0,60,US,0
17,Private,108273,6,Non-Married,Other,Non-Husband,White,Female,0,0,12,US,0
38,Private,170861,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
20,Non-Private,178517,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
18,Private,262118,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,22,Non-US,0
58,Private,81038,10,Married,Other,Husband,White,Male,0,0,12,US,0
48,Non-Private,327886,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
64,Private,254797,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
71,Private,217971,5,Non-Married,Other,Non-Husband,White,Female,0,0,13,US,0
32,Non-Private,52647,6,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
21,Private,231866,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,194325,9,Married,Other,Husband,White,Male,0,0,45,US,0
58,Private,190747,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
47,Private,155107,9,Married,Other,Husband,White,Male,0,0,40,US,0
35,Non-Private,177974,9,Married,Other,Husband,White,Male,0,0,40,US,1
33,Private,36222,16,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
24,Private,197666,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Non-Private,180477,15,Married,Managerial-Specialist,Husband,White,Male,0,0,37,US,1
26,Private,158846,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
51,Non-Private,166459,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
22,Private,95552,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
27,Private,106316,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,12,US,0
45,Non-Private,181307,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,43,US,1
27,Non-Private,116613,10,Married,Other,Non-Husband,White,Female,0,0,50,US,0
41,Private,117747,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
36,Non-Private,291676,5,Married,Other,Husband,Non-White,Male,0,0,40,US,0
43,Non-Private,115005,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31,Private,312667,5,Married,Other,Husband,White,Male,0,0,40,US,0
29,Non-Private,106179,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1408,40,US,0
51,Private,82783,9,Married,Other,Husband,White,Male,0,0,40,US,0
29,Non-Private,356089,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
30,Private,154587,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
42,Private,182108,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
48,Private,45564,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4650,0,50,US,0
50,Non-Private,363405,13,Married,Other,Non-Husband,White,Female,0,0,50,US,1
35,Private,155611,9,Non-Married,Other,Non-Husband,White,Female,114,0,40,US,0
25,Private,200318,9,Married,Other,Husband,White,Male,0,0,60,US,0
39,Private,240468,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,42,US,0
42,Non-Private,204598,11,Married,Other,Husband,White,Male,3464,0,80,US,0
30,Private,154120,13,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
26,Private,126829,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
41,Private,156580,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,Non-US,0
40,Non-Private,45054,10,Married,Other,Husband,White,Male,0,0,40,US,1
38,Private,376025,4,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,219553,7,Married,Other,Husband,White,Male,0,0,60,US,0
55,Private,204816,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
29,Private,267034,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,Non-US,0
23,Private,148890,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
48,Private,189462,10,Non-Married,Other,Non-Husband,White,Male,2176,0,40,US,0
40,Private,120277,13,Married,Other,Husband,White,Male,0,0,45,US,0
29,Private,79586,9,Married,Other,Husband,Non-White,Male,0,0,65,US,0
56,Private,170070,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
40,Private,34722,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
38,Non-Private,245372,10,Married,Managerial-Specialist,Husband,White,Male,3137,0,50,US,0
20,Private,221661,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
35,Private,379959,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
40,Private,246949,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
43,Private,83827,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,24,US,0
23,Private,125106,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Private,235786,12,Married,Other,Husband,White,Male,0,0,50,US,1
17,Private,143331,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
25,Private,104993,5,Non-Married,Other,Non-Husband,Non-White,Male,2907,0,40,US,0
28,Private,352451,4,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
20,Private,177287,9,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
40,Non-Private,165815,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,103474,9,Married,Other,Non-Husband,White,Female,0,0,30,US,0
20,Private,691830,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,US,0
71,Non-Private,494223,10,Non-Married,Other,Non-Husband,Non-White,Male,0,1816,2,US,0
29,Non-Private,109001,10,Married,Other,Husband,White,Male,0,0,35,US,0
42,Private,179533,9,Married,Other,Husband,White,Male,0,0,40,US,1
61,Private,162391,4,Married,Other,Husband,White,Male,0,1651,40,US,0
50,Private,263200,3,Non-Married,Other,Non-Husband,White,Female,0,0,34,Non-US,0
30,Private,109282,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
71,Private,138145,5,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,184120,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
39,Private,149943,14,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,Non-US,0
31,Private,177596,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
26,Non-Private,106812,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
25,Private,71351,2,Non-Married,Other,Non-Husband,White,Male,0,0,25,Non-US,0
25,Private,169905,11,Non-Married,Other,Non-Husband,White,Male,27828,0,40,US,1
47,Private,186157,9,Married,Other,Husband,White,Male,0,0,40,US,0
22,Non-Private,57216,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
31,Private,27856,9,Non-Married,Other,Non-Husband,White,Female,0,0,8,US,0
42,Non-Private,123838,15,Married,Managerial-Specialist,Husband,White,Male,0,1977,50,US,1
39,Non-Private,176900,9,Married,Other,Husband,White,Male,0,0,50,US,1
28,Non-Private,123983,10,Married,Other,Non-Husband,Non-White,Male,0,0,63,Non-US,0
26,Non-Private,271243,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
37,Private,144005,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
20,Private,325744,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Non-Private,32367,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
23,Private,194096,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Private,384246,16,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
36,Private,389725,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
19,Private,237455,9,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
47,Non-Private,398397,14,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
28,Private,207473,10,Married,Other,Husband,White,Male,0,0,40,Non-US,0
55,Private,200327,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,18,US,0
34,Non-Private,20057,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,38,Non-US,0
22,Private,221406,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
46,Private,133616,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,166350,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
49,Non-Private,183710,16,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
44,Non-Private,47818,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
46,Private,140782,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
29,Private,146949,11,Married,Managerial-Specialist,Husband,White,Male,0,0,43,US,0
33,Non-Private,373043,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,34,Non-US,0
46,Private,174426,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
43,Private,282069,10,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,0
51,Non-Private,175750,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
49,Private,128736,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Private,123572,5,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
56,Private,340171,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
27,Non-Private,105189,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4865,0,50,US,0
21,Non-Private,142766,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
18,Private,137363,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,132686,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
20,Private,227778,10,Non-Married,Other,Non-Husband,White,Female,0,0,56,US,0
46,Private,219967,12,Married,Other,Husband,White,Male,15024,0,45,US,1
59,Private,168145,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
38,Non-Private,331374,7,Married,Other,Husband,White,Male,0,0,60,US,0
19,Private,43003,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
38,Private,196123,9,Married,Other,Husband,White,Male,0,0,50,US,0
46,Private,28419,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,50,US,1
39,Private,57691,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2258,70,US,0
23,Private,220993,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
25,Private,208881,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
22,Private,110684,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
20,Private,270517,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
60,Non-Private,142769,10,Married,Other,Husband,White,Male,0,0,40,US,1
25,Private,201481,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
58,Non-Private,283635,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,67218,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
47,Private,257824,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
49,Private,543922,9,Married,Other,Husband,White,Male,0,0,42,US,1
44,Private,104719,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
30,Non-Private,229741,9,Married,Other,Husband,White,Male,0,0,40,US,0
47,Private,209057,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
54,Non-Private,72257,9,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
44,Private,212888,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
30,Private,149531,9,Married,Other,Husband,White,Male,0,0,50,US,0
49,Private,186256,15,Married,Other,Husband,White,Male,0,0,40,US,1
20,Private,42706,10,Non-Married,Other,Non-Husband,White,Male,0,0,72,US,0
33,Private,231826,2,Married,Other,Husband,White,Male,0,0,40,Non-US,0
44,Private,374423,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,1902,40,US,1
58,Non-Private,33309,9,Non-Married,Other,Non-Husband,White,Male,0,0,80,US,0
37,Private,305259,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
38,Private,348739,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
34,Non-Private,306982,13,Married,Other,Husband,Non-White,Male,0,0,60,Non-US,0
50,Private,233363,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
21,Private,34568,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
20,Private,157332,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
28,Private,141957,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
50,Private,266945,9,Married,Managerial-Specialist,Non-Husband,White,Female,3137,0,40,Non-US,0
47,Non-Private,174533,10,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,157624,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
18,Private,187240,7,Non-Married,Other,Non-Husband,White,Male,0,0,18,US,0
19,Private,260327,10,Non-Married,Other,Non-Husband,White,Female,0,0,18,US,0
53,Private,35459,10,Married,Other,Husband,White,Male,0,0,47,US,1
22,Private,185582,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,1
40,Private,184655,12,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
22,Private,124971,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
41,Private,194360,9,Married,Other,Husband,White,Male,0,1887,40,US,1
52,Private,124993,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
50,Private,196963,4,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
58,Non-Private,204021,13,Married,Other,Husband,White,Male,15024,0,50,US,1
53,Non-Private,222405,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
36,Non-Private,192443,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,13550,0,40,US,1
43,Non-Private,195385,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
35,Private,177482,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
23,Private,119838,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
35,Private,105813,10,Married,Other,Husband,White,Male,0,0,40,US,0
41,Private,177054,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
19,Private,140459,7,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
53,Non-Private,41021,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,46,US,1
27,Private,31659,10,Married,Other,Husband,White,Male,0,0,45,US,0
55,Non-Private,197749,9,Married,Other,Husband,White,Male,0,1573,44,US,0
26,Non-Private,384276,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
48,Private,146497,9,Non-Married,Other,Non-Husband,White,Female,0,0,37,US,0
48,Private,168038,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1564,50,US,1
26,Private,216741,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,241174,13,Married,Managerial-Specialist,Husband,White,Male,0,0,99,US,1
23,Private,180837,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
33,Private,29144,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
29,Private,157950,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
49,Non-Private,94606,16,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,60,US,1
51,Non-Private,74160,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,1
49,Private,199029,13,Married,Other,Husband,White,Male,0,2415,55,US,1
65,Private,51063,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,64,US,0
20,Private,438321,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
57,Private,211678,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,64,US,0
48,Private,187563,14,Married,Other,Husband,White,Male,0,0,54,US,1
64,Non-Private,47298,16,Married,Other,Husband,White,Male,0,0,45,US,1
29,Private,160731,9,Married,Other,Husband,White,Male,0,0,45,US,1
46,Private,109089,9,Non-Married,Other,Non-Husband,White,Male,0,0,37,US,0
51,Private,174754,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,38,US,0
23,Private,350181,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
51,Private,206775,10,Married,Other,Husband,White,Male,0,0,50,US,0
42,Private,363591,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,221043,9,Married,Other,Husband,White,Male,0,0,35,US,0
49,Private,403112,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,32,US,0
37,Non-Private,93225,12,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
63,Private,106910,3,Non-Married,Other,Non-Husband,Non-White,Female,0,0,19,Non-US,0
25,Private,306352,11,Married,Other,Husband,White,Male,0,0,40,Non-US,0
31,Private,178664,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
34,Private,215047,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
56,Non-Private,39380,10,Non-Married,Other,Non-Husband,White,Female,27828,0,20,US,1
41,Private,308296,9,Married,Other,Non-Husband,White,Female,0,0,20,US,0
29,Non-Private,220656,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
26,Private,121427,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
25,Private,133373,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
40,Private,83508,13,Married,Other,Non-Husband,White,Female,0,0,20,US,0
49,Private,24712,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,Non-US,0
19,Private,143816,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,30,US,0
49,Private,287647,14,Non-Married,Other,Non-Husband,White,Male,4787,0,45,US,1
25,Private,209227,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,21,US,0
50,Private,108933,5,Married,Other,Husband,White,Male,2885,0,40,US,0
29,Private,297544,9,Married,Other,Husband,White,Male,0,0,40,US,0
57,Private,27459,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
